年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
109年07月,兆豐國際商業銀行,1561,6726,0,帳戶間款項移轉,0,,,171
109年07月,台北富邦商業銀行,1638,593,0,帳戶間款項移轉,0,,,96
109年07月,台新國際商業銀行,18639,10103,0,帳戶間款項移轉,0,,,67
109年07月,合作金庫商業銀行,5740,14406,0,帳戶間款項移轉,0,,,0
109年07月,國泰世華商業銀行,501,7876,0,帳戶間款項移轉,0,,,0
109年07月,國際連股份有限公司,33822,16,113,帳戶間款項移轉,288,,,1296
109年07月,彰化商業銀行,13338,4282,0,帳戶間款項移轉,0,,,607
109年07月,悠遊卡股份有限公司,399597,21263,1744,帳戶間款項移轉,46814,,,67580
109年07月,愛金卡股份有限公司,377741,108073,382,帳戶間款項移轉,106935,,,37253
109年07月,橘子支行動支付股份有限公司,243760,75212,437,帳戶間款項移轉,9606,,,54423
109年07月,歐付寶電子支付股份有限公司,924362,186773,17385,帳戶間款項移轉,6385,,,292581
109年07月,永豐商業銀行,421377,9443,0,帳戶間款項移轉,0,,,2018
109年07月,玉山商業銀行,1200676,1221928,0,帳戶間款項移轉,0,,,124744
109年07月,第一商業銀行,1472,3186,0,帳戶間款項移轉,0,,,239
109年07月,簡單行動支付股份有限公司,45603,13810,42,帳戶間款項移轉,801,,,2851
109年07月,臺灣中小企業銀行,1743,1577,0,帳戶間款項移轉,0,,,0
109年07月,臺灣土地銀行,2784,2190,0,帳戶間款項移轉,0,,,0
109年07月,臺灣新光商業銀行,443,4334,0,帳戶間款項移轉,0,,,49
109年07月,臺灣銀行,13534,3674,0,帳戶間款項移轉,0,,,0
109年07月,華南商業銀行,1362,1990,0,帳戶間款項移轉,0,,,149
109年07月,街口電子支付股份有限公司,3004865,2170198,1203457,帳戶間款項移轉,3284423,,,1183412
109年07月,遠東國際商業銀行,38,2015,0,帳戶間款項移轉,0,,,0
109年07月,陽信商業銀行,6490,417,0,帳戶間款項移轉,0,,,0
109年08月,一卡通票證股份有限公司,2669229,1583623,914082,帳戶間款項移轉,3631024,,,1208540
109年08月,上海商業儲蓄銀行,873,708,0,帳戶間款項移轉,0,,,0
109年08月,中國信託商業銀行,347791,12658,0,帳戶間款項移轉,90,,,31930
109年08月,中華郵政公司,23236,27727,0,帳戶間款項移轉,0,,,0
109年08月,元大商業銀行,1176,8478,0,帳戶間款項移轉,0,,,288
109年08月,兆豐國際商業銀行,1678,6286,0,帳戶間款項移轉,0,,,139
109年08月,台北富邦商業銀行,1642,1107,0,帳戶間款項移轉,0,,,109
109年08月,台新國際商業銀行,18897,9289,0,帳戶間款項移轉,0,,,348
109年08月,合作金庫商業銀行,5846,12344,0,帳戶間款項移轉,0,,,0
109年08月,國泰世華商業銀行,484,7220,0,帳戶間款項移轉,0,,,0
109年08月,國際連股份有限公司,34221,1,48,帳戶間款項移轉,54,,,1047
109年08月,彰化商業銀行,13341,6093,0,帳戶間款項移轉,0,,,953
109年08月,悠遊卡股份有限公司,458026,32933,2125,帳戶間款項移轉,51644,,,86060
109年08月,愛金卡股份有限公司,408440,74424,287,帳戶間款項移轉,77405,,,49576
109年08月,橘子支行動支付股份有限公司,247706,45785,419,帳戶間款項移轉,8175,,,24328
109年08月,歐付寶電子支付股份有限公司,927971,183166,19093,帳戶間款項移轉,7592,,,287986
109年08月,永豐商業銀行,421808,9813,0,帳戶間款項移轉,0,,,2480
109年08月,玉山商業銀行,1213329,1133441,0,帳戶間款項移轉,0,,,160212
109年08月,第一商業銀行,1472,3138,0,帳戶間款項移轉,0,,,640
109年08月,簡單行動支付股份有限公司,46351,904,90,帳戶間款項移轉,312,,,1895
109年08月,臺灣中小企業銀行,1758,1364,0,帳戶間款項移轉,0,,,0
109年08月,臺灣土地銀行,2808,2385,0,帳戶間款項移轉,0,,,0
109年08月,臺灣新光商業銀行,445,4242,0,帳戶間款項移轉,0,,,304
109年08月,臺灣銀行,13571,4012,0,帳戶間款項移轉,0,,,0
109年08月,華南商業銀行,1366,1591,0,帳戶間款項移轉,0,,,246
109年08月,街口電子支付股份有限公司,3205252,2347557,1183987,帳戶間款項移轉,3262788,,,1068301
109年08月,遠東國際商業銀行,38,2135,0,帳戶間款項移轉,0,,,0
109年08月,陽信商業銀行,6503,397,0,帳戶間款項移轉,0,,,0
109年09月,一卡通票證股份有限公司,2771973,1899780,1029407,帳戶間款項移轉,4282314,543877,731168,1275045
109年09月,上海商業儲蓄銀行,902,1130,0,帳戶間款項移轉,0,0,0,0
109年09月,中國信託商業銀行,349170,24155,0,帳戶間款項移轉,67,637,30907,31544
109年09月,中華郵政公司,23470,27862,0,帳戶間款項移轉,0,0,0,0
109年09月,元大商業銀行,1210,8099,0,帳戶間款項移轉,0,0,498,498
109年09月,兆豐國際商業銀行,1723,5075,0,帳戶間款項移轉,0,33,383,416
109年09月,台北富邦商業銀行,1648,1288,0,帳戶間款項移轉,0,0,39,39
109年09月,台新國際商業銀行,19130,11258,0,帳戶間款項移轉,0,0,762,762
109年09月,合作金庫商業銀行,5933,10721,0,帳戶間款項移轉,0,0,0,0
109年09月,國泰世華商業銀行,481,6942,0,帳戶間款項移轉,0,0,0,0
109年09月,國際連股份有限公司,34600,5,14,帳戶間款項移轉,10,633,393,1025
109年09月,彰化商業銀行,13393,5469,0,帳戶間款項移轉,0,151,677,828
109年09月,悠遊卡股份有限公司,510279,40715,2198,帳戶間款項移轉,55669,35753,79140,114893
109年09月,愛金卡股份有限公司,448271,69659,1746,帳戶間款項移轉,79652,47356,5708,53063
109年09月,橘子支行動支付股份有限公司,251819,63467,627,帳戶間款項移轉,6873,9993,20586,30580
109年09月,歐付寶電子支付股份有限公司,932469,170656,17581,帳戶間款項移轉,6886,7258,273804,281062
109年09月,永豐商業銀行,422259,11296,0,帳戶間款項移轉,0,0,3444,3444
109年09月,玉山商業銀行,1225080,1174334,0,帳戶間款項移轉,0,0,102437,102437
109年09月,第一商業銀行,1477,3017,0,帳戶間款項移轉,0,0,124,124
109年09月,簡單行動支付股份有限公司,47093,1024,19,帳戶間款項移轉,77,838,916,1754
109年09月,臺灣中小企業銀行,1769,1240,0,帳戶間款項移轉,0,0,0,0
109年09月,臺灣土地銀行,2806,2768,0,帳戶間款項移轉,0,0,0,0
109年09月,臺灣新光商業銀行,448,3382,0,帳戶間款項移轉,0,0,53,53
109年09月,臺灣銀行,13602,3167,0,帳戶間款項移轉,0,0,0,0
109年09月,華南商業銀行,1368,1832,0,帳戶間款項移轉,0,0,217,217
109年09月,街口電子支付股份有限公司,3403413,2365753,1215684,帳戶間款項移轉,3460267,237042,811508,1048550
109年09月,遠東國際商業銀行,38,1632,0,帳戶間款項移轉,0,0,0,0
109年09月,陽信商業銀行,6505,381,0,帳戶間款項移轉,0,0,0,0
109年10月,一卡通票證股份有限公司,2859728,1660422,1113892,帳戶間款項移轉,4156956,570348,790141,1360489
109年10月,上海商業儲蓄銀行,958,655,0,帳戶間款項移轉,0,0,0,0
109年10月,中國信託商業銀行,350221,11864,0,帳戶間款項移轉,94,650,30214,30864
109年10月,中華郵政公司,23753,27877,0,帳戶間款項移轉,0,0,0,0
109年10月,元大商業銀行,1251,7563,0,帳戶間款項移轉,0,0,197,197
109年10月,兆豐國際商業銀行,1750,5104,0,帳戶間款項移轉,0,33,68,102
109年10月,台北富邦商業銀行,1650,575,0,帳戶間款項移轉,0,0,40,40
109年10月,台新國際商業銀行,19563,13586,0,帳戶間款項移轉,0,0,488,488
109年10月,合作金庫商業銀行,5997,10399,0,帳戶間款項移轉,0,0,0,0
109年10月,國泰世華商業銀行,471,7741,0,帳戶間款項移轉,0,0,0,0
109年10月,國際連股份有限公司,34685,1,7,帳戶間款項移轉,4,622,380,1002
109年10月,彰化商業銀行,13450,4179,0,帳戶間款項移轉,0,151,437,588
109年10月,悠遊卡股份有限公司,604037,105969,1607,帳戶間款項移轉,75967,45547,118389,163936
109年10月,愛金卡股份有限公司,480699,79255,725,帳戶間款項移轉,86606,48592,9227,57819
109年10月,橘子支行動支付股份有限公司,257899,72844,586,帳戶間款項移轉,6872,9824,24346,34170
109年10月,歐付寶電子支付股份有限公司,935910,159659,17988,帳戶間款項移轉,6886,7454,269149,276604
109年10月,永豐商業銀行,422847,10853,0,帳戶間款項移轉,0,0,3156,3156
109年10月,玉山商業銀行,1239359,1141129,0,帳戶間款項移轉,0,0,131652,131652
109年10月,第一商業銀行,1480,3285,0,帳戶間款項移轉,0,0,307,307
109年10月,簡單行動支付股份有限公司,47818,787,9,帳戶間款項移轉,96,836,1034,1870
109年10月,臺灣中小企業銀行,1789,1953,0,帳戶間款項移轉,0,0,0,0
109年10月,臺灣土地銀行,2853,2361,0,帳戶間款項移轉,0,0,0,0
109年10月,臺灣新光商業銀行,449,5750,0,帳戶間款項移轉,0,0,286,286
109年10月,臺灣銀行,13632,2995,0,帳戶間款項移轉,0,0,0,0
109年10月,華南商業銀行,1369,2438,0,帳戶間款項移轉,0,0,257,257
109年10月,街口電子支付股份有限公司,3603963,2396837,1260054,帳戶間款項移轉,3313288,244054,978471,1222525
109年10月,遠東國際商業銀行,38,2678,0,帳戶間款項移轉,0,0,0,0
109年10月,陽信商業銀行,6505,448,0,帳戶間款項移轉,0,0,0,0
109年11月,一卡通票證股份有限公司,2952849,1916162,1261405,帳戶間款項移轉,4655303,598093,869904,1467997
109年11月,上海商業儲蓄銀行,994,1059,0,帳戶間款項移轉,0,0,0,0
109年11月,中國信託商業銀行,350753,16064,0,帳戶間款項移轉,72,634,29897,30531
109年11月,中華郵政公司,24309,35333,0,帳戶間款項移轉,0,0,0,0
109年11月,元大商業銀行,1287,9401,0,帳戶間款項移轉,0,0,163,163
109年11月,兆豐國際商業銀行,1758,4287,0,帳戶間款項移轉,0,33,162,195
109年11月,台北富邦商業銀行,1651,1272,0,帳戶間款項移轉,0,0,148,148
109年11月,台新國際商業銀行,19812,11174,0,帳戶間款項移轉,0,0,662,662
109年11月,合作金庫商業銀行,6105,10061,0,帳戶間款項移轉,0,0,0,0
109年11月,國泰世華商業銀行,587,8911,0,帳戶間款項移轉,0,0,0,0
109年11月,國際連股份有限公司,34746,0,13,帳戶間款項移轉,61,627,375,1002
109年11月,彰化商業銀行,13513,4232,0,帳戶間款項移轉,0,152,437,589
109年11月,悠遊卡股份有限公司,688054,376156,1935,帳戶間款項移轉,101019,54530,170994,225524
109年11月,愛金卡股份有限公司,510272,81949,345,帳戶間款項移轉,81565,49931,5309,55239
109年11月,橘子支行動支付股份有限公司,267985,142382,857,帳戶間款項移轉,8410,9949,28351,38300
109年11月,歐付寶電子支付股份有限公司,939461,153046,15856,帳戶間款項移轉,5845,7386,272306,279691
109年11月,永豐商業銀行,426200,14591,0,帳戶間款項移轉,0,0,7257,7257
109年11月,玉山商業銀行,1258480,1323327,0,帳戶間款項移轉,0,0,118101,118101
109年11月,第一商業銀行,1480,3519,0,帳戶間款項移轉,0,0,465,465
109年11月,簡單行動支付股份有限公司,48601,860,26,帳戶間款項移轉,104,828,683,1512
109年11月,臺灣中小企業銀行,1796,2390,0,帳戶間款項移轉,0,0,0,0
109年11月,臺灣土地銀行,2899,2310,0,帳戶間款項移轉,0,0,0,0
109年11月,臺灣新光商業銀行,450,3775,0,帳戶間款項移轉,0,0,534,534
109年11月,臺灣銀行,3836,4817,0,帳戶間款項移轉,0,0,0,0
109年11月,華南商業銀行,1372,1924,0,帳戶間款項移轉,0,0,152,152
109年11月,街口電子支付股份有限公司,3832159,2594261,1344298,帳戶間款項移轉,3564604,261956,942923,1204879
109年11月,遠東國際商業銀行,38,2428,0,帳戶間款項移轉,0,0,0,0
109年11月,陽信商業銀行,6506,485,0,帳戶間款項移轉,0,0,0,0
109年12月,一卡通票證股份有限公司,3047998,2151844,1463736,帳戶間款項移轉,5246736,615669,847072,1462742
109年12月,上海商業儲蓄銀行,1052,900,0,帳戶間款項移轉,0,0,0,0
109年12月,中國信託商業銀行,351031,13677,0,帳戶間款項移轉,10,637,30736,31373
109年12月,中華郵政公司,24591,35613,0,帳戶間款項移轉,0,0,0,0
109年12月,元大商業銀行,1319,10104,0,帳戶間款項移轉,0,0,439,439
109年12月,兆豐國際商業銀行,1761,4434,0,帳戶間款項移轉,0,33,47,80
109年12月,台北富邦商業銀行,1647,821,0,帳戶間款項移轉,0,0,29,29
109年12月,台新國際商業銀行,20027,10876,0,帳戶間款項移轉,0,0,263,263
109年12月,合作金庫商業銀行,6184,10574,0,帳戶間款項移轉,0,0,0,0
109年12月,國泰世華商業銀行,568,8522,0,帳戶間款項移轉,0,0,0,0
109年12月,國際連股份有限公司,34756,1,16,帳戶間款項移轉,2,611,385,996
109年12月,彰化商業銀行,13579,4430,0,帳戶間款項移轉,0,150,659,809
109年12月,悠遊卡股份有限公司,756752,101169,2328,帳戶間款項移轉,112101,71643,121217,192860
109年12月,愛金卡股份有限公司,527379,75530,274,帳戶間款項移轉,72062,47745,6687,54432
109年12月,橘子支行動支付股份有限公司,275854,91170,649,帳戶間款項移轉,9963,10125,25128,35253
109年12月,歐付寶電子支付股份有限公司,943037,163349,12404,帳戶間款項移轉,6144,7625,281561,289187
109年12月,永豐商業銀行,427203,12198,0,帳戶間款項移轉,0,0,8020,8020
109年12月,玉山商業銀行,1275931,1415931,0,帳戶間款項移轉,20790,14033,143585,157618
109年12月,第一商業銀行,1481,2910,0,帳戶間款項移轉,0,0,377,377
109年12月,簡單行動支付股份有限公司,49442,1872,11,帳戶間款項移轉,179,841,1348,2189
109年12月,臺灣中小企業銀行,1811,2273,0,帳戶間款項移轉,0,0,0,0
109年12月,臺灣土地銀行,2964,2497,0,帳戶間款項移轉,0,0,0,0
109年12月,臺灣新光商業銀行,454,4326,0,帳戶間款項移轉,0,0,91,91
109年12月,臺灣銀行,3869,3806,0,帳戶間款項移轉,0,0,0,0
109年12月,華南商業銀行,1372,2111,0,帳戶間款項移轉,0,0,240,240
109年12月,街口電子支付股份有限公司,4001167,2862435,1451417,帳戶間款項移轉,4064793,269560,1161951,1431511
109年12月,遠東國際商業銀行,38,2462,0,帳戶間款項移轉,0,0,0,0
109年12月,陽信商業銀行,6509,390,0,帳戶間款項移轉,0,0,0,0
110年01月,一卡通票證股份有限公司,3146285,1665923,1679656,帳戶間款項移轉,5357487,641350,958389,1599739
110年01月,上海商業儲蓄銀行,1079,854,0,帳戶間款項移轉,0,0,0,0
110年01月,中國信託商業銀行,351237,12040,0,帳戶間款項移轉,31,637,31925,32562
110年01月,中華郵政公司,24913,34469,0,帳戶間款項移轉,0,0,0,0
110年01月,元大商業銀行,1344,9215,0,帳戶間款項移轉,0,0,100,100
110年01月,兆豐國際商業銀行,1763,1286,0,帳戶間款項移轉,0,33,310,343
110年01月,台北富邦商業銀行,1644,925,0,帳戶間款項移轉,0,0,44,44
110年01月,台新國際商業銀行,20249,12537,0,帳戶間款項移轉,0,0,236,236
110年01月,合作金庫商業銀行,6261,14277,0,帳戶間款項移轉,0,0,0,0
110年01月,國泰世華商業銀行,532,8378,0,帳戶間款項移轉,0,0,0,0
110年01月,國際連股份有限公司,34758,2,5,帳戶間款項移轉,1,601,373,974
110年01月,彰化商業銀行,13602,3711,0,帳戶間款項移轉,0,146,438,584
110年01月,悠遊卡股份有限公司,821176,124215,4183,帳戶間款項移轉,129876,79837,143571,223408
110年01月,愛金卡股份有限公司,544177,105451,2113,帳戶間款項移轉,86800,49199,16112,65311
110年01月,橘子支行動支付股份有限公司,285900,106660,648,帳戶間款項移轉,10750,10225,28264,38489
110年01月,歐付寶電子支付股份有限公司,946829,170345,12434,帳戶間款項移轉,5256,7603,298440,306043
110年01月,永豐商業銀行,427852,10090,0,帳戶間款項移轉,0,0,9187,9187
110年01月,玉山商業銀行,1291122,1340225,0,帳戶間款項移轉,44939,42780,142928,185708
110年01月,第一商業銀行,1482,8692,0,帳戶間款項移轉,0,0,268,268
110年01月,簡單行動支付股份有限公司,50808,1161,59,帳戶間款項移轉,220,841,903,1744
110年01月,臺灣中小企業銀行,1825,2277,0,帳戶間款項移轉,0,0,0,0
110年01月,臺灣土地銀行,3030,1958,0,帳戶間款項移轉,0,0,0,0
110年01月,臺灣新光商業銀行,457,4518,0,帳戶間款項移轉,0,0,671,671
110年01月,臺灣銀行,3908,3997,0,帳戶間款項移轉,0,0,0,0
110年01月,華南商業銀行,1374,1636,0,帳戶間款項移轉,0,0,291,291
110年01月,街口電子支付股份有限公司,4133068,2554512,1555710,帳戶間款項移轉,4379283,285239,1139240,1424479
110年01月,遠東國際商業銀行,38,2035,0,帳戶間款項移轉,0,0,0,0
110年01月,陽信商業銀行,6511,566,0,帳戶間款項移轉,0,0,0,0
110年02月,一卡通票證股份有限公司,3300441,1492254,1826832,帳戶間款項移轉,5562089,688318,1088602,1776920
110年02月,上海商業儲蓄銀行,1152,829,0,帳戶間款項移轉,0,0,0,0
110年02月,中國信託商業銀行,351288,18643,0,帳戶間款項移轉,56,688,31957,32644
110年02月,中華郵政公司,25097,22152,0,帳戶間款項移轉,0,0,0,0
110年02月,元大商業銀行,1364,4148,0,帳戶間款項移轉,0,0,313,313
110年02月,兆豐國際商業銀行,1769,1053,0,帳戶間款項移轉,0,33,41,74
110年02月,台北富邦商業銀行,1643,861,0,帳戶間款項移轉,0,0,234,234
110年02月,台新國際商業銀行,20407,10699,0,帳戶間款項移轉,0,0,384,384
110年02月,合作金庫商業銀行,6297,13845,0,帳戶間款項移轉,0,0,0,0
110年02月,國泰世華商業銀行,379,4225,0,帳戶間款項移轉,0,0,0,0
110年02月,國際連股份有限公司,34813,1,6,帳戶間款項移轉,10,588,371,959
110年02月,彰化商業銀行,13629,5516,0,帳戶間款項移轉,2,146,719,865
110年02月,悠遊卡股份有限公司,908737,117855,3985,帳戶間款項移轉,134332,86967,183059,270026
110年02月,愛金卡股份有限公司,564233,135713,8147,帳戶間款項移轉,104242,58033,33887,91919
110年02月,橘子支行動支付股份有限公司,298416,133918,831,帳戶間款項移轉,24673,11171,53822,64994
110年02月,歐付寶電子支付股份有限公司,947255,153819,11395,帳戶間款項移轉,6205,7742,315428,323170
110年02月,永豐商業銀行,428133,9163,0,帳戶間款項移轉,0,0,5665,5665
110年02月,玉山商業銀行,1303011,958900,0,帳戶間款項移轉,22992,52774,168076,220849
110年02月,第一商業銀行,1484,1664,0,帳戶間款項移轉,0,0,160,160
110年02月,簡單行動支付股份有限公司,51189,812,15,帳戶間款項移轉,108,853,739,1592
110年02月,臺灣中小企業銀行,1830,1159,0,帳戶間款項移轉,0,0,0,0
110年02月,臺灣土地銀行,3083,1388,0,帳戶間款項移轉,0,0,0,0
110年02月,臺灣新光商業銀行,457,6588,0,帳戶間款項移轉,0,0,805,805
110年02月,臺灣銀行,3932,1628,0,帳戶間款項移轉,0,0,0,0
110年02月,華南商業銀行,1373,1704,0,帳戶間款項移轉,0,0,313,313
110年02月,街口電子支付股份有限公司,4215126,2129241,1566726,帳戶間款項移轉,4522747,299590,1073184,1372774
110年02月,遠東國際商業銀行,38,1481,0,帳戶間款項移轉,0,0,0,0
110年02月,陽信商業銀行,6513,492,0,帳戶間款項移轉,0,0,0,0
110年03月,一卡通票證股份有限公司,3414469,2110634,2065347,帳戶間款項移轉,6558806,734972,1199756,1934728
110年03月,上海商業儲蓄銀行,1185,1157,0,帳戶間款項移轉,0,0,0,0
110年03月,中國信託商業銀行,351579,17259,0,帳戶間款項移轉,7,638,31759,32396
110年03月,中華郵政公司,19696,39301,0,帳戶間款項移轉,0,0,0,0
110年03月,元大商業銀行,1385,7025,0,帳戶間款項移轉,0,0,703,703
110年03月,兆豐國際商業銀行,1770,1764,0,帳戶間款項移轉,0,33,46,79
110年03月,台北富邦商業銀行,1631,2069,0,帳戶間款項移轉,0,0,82,82
110年03月,台新國際商業銀行,20589,12569,0,帳戶間款項移轉,0,0,780,780
110年03月,合作金庫商業銀行,6364,20593,0,帳戶間款項移轉,0,0,0,0
110年03月,國泰世華商業銀行,536,10381,0,帳戶間款項移轉,0,0,0,0
110年03月,國際連股份有限公司,34838,0,8,帳戶間款項移轉,0,580,374,955
110年03月,彰化商業銀行,6937,4768,0,帳戶間款項移轉,0,0,259,259
110年03月,悠遊卡股份有限公司,967532,262122,6481,帳戶間款項移轉,181857,96549,155304,251852
110年03月,愛金卡股份有限公司,579563,178795,3754,帳戶間款項移轉,94477,49403,40758,90161
110年03月,橘子支行動支付股份有限公司,312486,157511,1022,帳戶間款項移轉,26289,18192,40282,58474
110年03月,歐付寶電子支付股份有限公司,951403,189650,11664,帳戶間款項移轉,5543,7602,339233,346835
110年03月,永豐商業銀行,428401,9278,0,帳戶間款項移轉,0,0,1697,1697
110年03月,玉山商業銀行,1321142,1484032,0,帳戶間款項移轉,33357,63927,341223,405150
110年03月,第一商業銀行,1486,2834,0,帳戶間款項移轉,0,0,142,142
110年03月,簡單行動支付股份有限公司,51779,1622,52,帳戶間款項移轉,155,847,977,1824
110年03月,臺灣中小企業銀行,1842,1984,0,帳戶間款項移轉,0,0,0,0
110年03月,臺灣土地銀行,3082,2797,0,帳戶間款項移轉,0,0,0,0
110年03月,臺灣新光商業銀行,459,4697,0,帳戶間款項移轉,0,0,19,19
110年03月,臺灣銀行,3976,4792,0,帳戶間款項移轉,0,0,0,0
110年03月,華南商業銀行,1373,1269,0,帳戶間款項移轉,0,0,104,104
110年03月,街口電子支付股份有限公司,4326134,2628226,1717472,帳戶間款項移轉,4808073,310391,1061835,1372226
110年03月,遠東國際商業銀行,38,2519,0,帳戶間款項移轉,0,0,0,0
110年03月,陽信商業銀行,6513,675,0,帳戶間款項移轉,0,0,0,0
110年04月,一卡通票證股份有限公司,3523226,1818844,2188214,帳戶間款項移轉,6895515,774740,1208479,1983219
110年04月,上海商業儲蓄銀行,1207,1227,0,帳戶間款項移轉,0,0,0,0
110年04月,中國信託商業銀行,351717,15738,0,帳戶間款項移轉,1,638,31713,32351
110年04月,中華郵政公司,19984,37490,0,帳戶間款項移轉,0,0,0,0
110年04月,元大商業銀行,1415,5932,0,帳戶間款項移轉,0,0,154,154
110年04月,兆豐國際商業銀行,1784,801,0,帳戶間款項移轉,0,0,18,18
110年04月,台北富邦商業銀行,1622,2069,0,帳戶間款項移轉,0,0,82,82
110年04月,台新國際商業銀行,20820,11463,0,帳戶間款項移轉,0,0,339,339
110年04月,合作金庫商業銀行,6440,12189,0,帳戶間款項移轉,0,0,0,0
110年04月,國泰世華商業銀行,551,10251,0,帳戶間款項移轉,0,0,0,0
110年04月,國際連股份有限公司,34856,0,21,帳戶間款項移轉,53,598,378,975
110年04月,彰化商業銀行,7033,3577,0,帳戶間款項移轉,0,0,405,406
110年04月,悠遊卡股份有限公司,1031121,404328,6716,帳戶間款項移轉,218483,103999,59281,163280
110年04月,愛金卡股份有限公司,594684,250056,4379,帳戶間款項移轉,100365,49451,12896,62347
110年04月,橘子支行動支付股份有限公司,333615,421196,1012,帳戶間款項移轉,14621,15271,146375,161645
110年04月,歐付寶電子支付股份有限公司,955653,173705,11394,帳戶間款項移轉,5892,7860,353096,360955
110年04月,永豐商業銀行,428706,8921,0,帳戶間款項移轉,0,0,1523,1523
110年04月,玉山商業銀行,1336588,1355514,0,帳戶間款項移轉,26165,71425,648877,720302
110年04月,第一商業銀行,1486,1968,0,帳戶間款項移轉,0,0,206,206
110年04月,簡單行動支付股份有限公司,52252,1590,2,帳戶間款項移轉,216,851,832,1683
110年04月,臺灣中小企業銀行,1862,1874,0,帳戶間款項移轉,0,0,0,0
110年04月,臺灣土地銀行,3174,2223,0,帳戶間款項移轉,0,0,0,0
110年04月,臺灣新光商業銀行,461,6393,0,帳戶間款項移轉,0,0,193,193
110年04月,臺灣銀行,4030,3618,0,帳戶間款項移轉,0,0,0,0
110年04月,華南商業銀行,1369,1163,0,帳戶間款項移轉,0,0,194,194
110年04月,街口電子支付股份有限公司,4426448,2504190,1719276,帳戶間款項移轉,4987011,321836,1108538,1430374
110年04月,遠東國際商業銀行,38,1859,0,帳戶間款項移轉,0,0,0,0
110年04月,陽信商業銀行,6513,617,0,帳戶間款項移轉,0,0,0,0
110年05月,一卡通票證股份有限公司,3658334,2047801,2522118,帳戶間款項移轉,7681946,854568,1322106,2176674
110年05月,上海商業儲蓄銀行,1229,1444,0,帳戶間款項移轉,0,0,0,0
110年05月,中國信託商業銀行,351346,16714,0,帳戶間款項移轉,30,637,31577,32214
110年05月,中華郵政公司,19993,36000,0,帳戶間款項移轉,0,0,0,0
110年05月,元大商業銀行,1438,5398,0,帳戶間款項移轉,0,0,276,276
110年05月,兆豐國際商業銀行,1784,2456,0,帳戶間款項移轉,0,0,184,184
110年05月,台北富邦商業銀行,1621,1165,0,帳戶間款項移轉,0,0,218,218
110年05月,台新國際商業銀行,21081,11647,0,帳戶間款項移轉,0,0,481,481
110年05月,合作金庫商業銀行,6511,7795,0,帳戶間款項移轉,0,0,0,0
110年05月,國泰世華商業銀行,486,11074,0,帳戶間款項移轉,0,0,0,0
110年05月,國際連股份有限公司,34876,0,6,帳戶間款項移轉,1,593,380,973
110年05月,彰化商業銀行,7115,4313,0,帳戶間款項移轉,0,0,259,259
110年05月,悠遊卡股份有限公司,1119972,352761,5562,帳戶間款項移轉,202066,111042,73994,185036
110年05月,愛金卡股份有限公司,606905,199446,4917,帳戶間款項移轉,99762,52862,11470,64332
110年05月,橘子支行動支付股份有限公司,352250,973687,437,帳戶間款項移轉,12473,14698,124889,139587
110年05月,歐付寶電子支付股份有限公司,959542,176274,14059,帳戶間款項移轉,5815,7667,356796,364463
110年05月,永豐商業銀行,429576,10895,0,帳戶間款項移轉,0,0,2245,2245
110年05月,玉山商業銀行,1350791,1293621,0,帳戶間款項移轉,25599,79122,945491,1024613
110年05月,第一商業銀行,1487,2497,0,帳戶間款項移轉,0,0,231,231
110年05月,簡單行動支付股份有限公司,53084,1603,10,帳戶間款項移轉,42,820,808,1628
110年05月,臺灣中小企業銀行,1874,2145,0,帳戶間款項移轉,0,0,0,0
110年05月,臺灣土地銀行,3212,2445,0,帳戶間款項移轉,0,0,0,0
110年05月,臺灣新光商業銀行,463,6492,0,帳戶間款項移轉,0,0,516,516
110年05月,臺灣銀行,4071,4601,0,帳戶間款項移轉,0,0,0,0
110年05月,華南商業銀行,1372,1405,0,帳戶間款項移轉,0,0,145,145
110年05月,街口電子支付股份有限公司,4530031,2598746,1916830,帳戶間款項移轉,5107708,343489,1052468,1395957
110年05月,遠東國際商業銀行,38,2406,0,帳戶間款項移轉,0,0,0,0
110年05月,陽信商業銀行,6514,519,0,帳戶間款項移轉,0,0,0,0
110年06月,一卡通票證股份有限公司,3811385,1622213,3056149,帳戶間款項移轉,7560915,952486,1464180,2416666
110年06月,上海商業儲蓄銀行,1277,1634,0,帳戶間款項移轉,0,0,0,0
110年06月,中國信託商業銀行,351793,22877,0,帳戶間款項移轉,0,635,31515,32151
110年06月,中華郵政公司,21400,55779,0,帳戶間款項移轉,0,0,0,0
110年06月,元大商業銀行,1554,4743,0,帳戶間款項移轉,0,0,394,394
110年06月,兆豐國際商業銀行,1110,2374,0,帳戶間款項移轉,0,0,641,641
110年06月,台北富邦商業銀行,1622,3077,0,帳戶間款項移轉,0,0,492,492
110年06月,台新國際商業銀行,21438,10524,0,帳戶間款項移轉,0,0,286,286
110年06月,合作金庫商業銀行,6792,11665,0,帳戶間款項移轉,0,0,0,0
110年06月,國泰世華商業銀行,900,13536,0,帳戶間款項移轉,0,0,0,0
110年06月,國際連股份有限公司,34901,1,0,帳戶間款項移轉,5,589,374,962
110年06月,彰化商業銀行,7366,6442,0,帳戶間款項移轉,0,0,259,259
