年月,電子支付機構名稱,使用者人數,當月代理收付實質交易款項金額(千元),當月帳戶間款項移轉或國內外小額匯兌金額(千元),欄位說明,當月收受儲值款項金額(千元),儲值款項餘額(千元),代理收付款項餘額(千元),各類款項餘額合計(千元)
114年05月,合作金庫商業銀行,10810,33349,0,國內外小額匯兌,0,0,0,0
114年05月,國泰世華商業銀行,259,7385,0,國內外小額匯兌,0,0,15,15
114年05月,彰化商業銀行,11177,6495,0,國內外小額匯兌,0,0,485,485
114年05月,悠遊卡股份有限公司,3595022,1222994,61666,國內外小額匯兌,505470,537922,209301,747223
114年05月,愛金卡股份有限公司,1631385,1121859,51721,國內外小額匯兌,133998,182013,292778,474791
114年05月,橘子支行動支付股份有限公司,575661,36414,2883,國內外小額匯兌,13269,24573,31075,55648
114年05月,歐付寶電子支付股份有限公司,1083561,49215,13335,國內外小額匯兌,6776,12811,105217,118028
114年05月,永豐商業銀行,14916,4953,0,國內外小額匯兌,0,0,303,303
114年05月,玉山商業銀行,2931591,1703867,0,國內外小額匯兌,220369,271610,266012,537621
114年05月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年05月,簡單行動支付股份有限公司,77118,8354,3777,國內外小額匯兌,343,1328,10133,11462
114年05月,臺灣中小企業銀行,3259,3141,0,國內外小額匯兌,0,0,308,308
114年05月,臺灣土地銀行,6515,4125,0,國內外小額匯兌,0,0,0,0
114年05月,臺灣新光商業銀行,276,2485,0,國內外小額匯兌,0,0,591,591
114年05月,臺灣銀行,7695,6433,0,國內外小額匯兌,0,0,0,0
114年05月,華南商業銀行,804,2370,0,國內外小額匯兌,0,0,505,505
114年05月,街口電子支付股份有限公司,6810105,6222977,4723649,國內外小額匯兌,8741440,1214071,3311771,4525842
114年05月,遠東國際商業銀行,43,1751,0,國內外小額匯兌,0,0,0,0
114年05月,陽信商業銀行,6668,530,0,國內外小額匯兌,0,0,0,0
114年06月,一卡通票證股份有限公司,6980934,3825105,13577347,國內外小額匯兌,18113504,2331135,10108710,12439845
114年06月,上海商業儲蓄銀行,2802,2442,0,國內外小額匯兌,0,0,0,0
114年06月,中國信託商業銀行,576518,390480,0,國內外小額匯兌,0,609,29674,30283
114年06月,中華郵政公司,23673,14194,0,國內外小額匯兌,0,0,0,0
114年06月,元大商業銀行,2853,9516,0,國內外小額匯兌,0,0,204,204
114年06月,兆豐國際商業銀行,873,2097,0,國內外小額匯兌,0,0,11,11
114年06月,全支付電子支付股份有限公司,6214621,5535864,130406,國內外小額匯兌,1822261,734082,324159,1058241
114年06月,全盈支付金融科技股份有限公司,2319147,752710,37128,國內外小額匯兌,177103,98045,133911,231956
114年06月,台北富邦商業銀行,191,2948,0,國內外小額匯兌,0,0,208,208
114年06月,台新國際商業銀行,14007,56504,0,國內外小額匯兌,0,0,2642,2642
114年06月,合作金庫商業銀行,10863,22900,0,國內外小額匯兌,0,0,0,0
114年06月,國泰世華商業銀行,289,8163,0,國內外小額匯兌,0,0,2,2
114年06月,彰化商業銀行,11225,6311,0,國內外小額匯兌,0,0,342,342
114年06月,悠遊卡股份有限公司,3642878,972018,70215,國內外小額匯兌,518348,560467,143192,703659
114年06月,愛金卡股份有限公司,1647565,1118422,53287,國內外小額匯兌,129568,170914,220448,391362
114年06月,橘子支行動支付股份有限公司,576785,37186,2996,國內外小額匯兌,12703,23916,30758,54674
114年06月,歐付寶電子支付股份有限公司,1085136,49610,13540,國內外小額匯兌,7109,12958,104397,117355
114年06月,永豐商業銀行,15220,4818,0,國內外小額匯兌,0,0,712,712
114年06月,玉山商業銀行,2975422,1685853,0,國內外小額匯兌,227904,272935,226381,499316
114年06月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年06月,簡單行動支付股份有限公司,77413,3659,5454,國內外小額匯兌,547,1324,10511,11835
114年06月,臺灣中小企業銀行,3276,3696,0,國內外小額匯兌,0,0,121,121
114年06月,臺灣土地銀行,6531,4739,0,國內外小額匯兌,0,0,0,0
114年06月,臺灣新光商業銀行,277,2404,0,國內外小額匯兌,0,0,550,550
114年06月,臺灣銀行,7741,7572,0,國內外小額匯兌,0,0,0,0
114年06月,華南商業銀行,803,2695,0,國內外小額匯兌,0,0,349,349
114年06月,街口電子支付股份有限公司,6929081,5903960,4719831,國內外小額匯兌,8699699,1239647,3069424,4309071
114年06月,遠東國際商業銀行,43,1288,0,國內外小額匯兌,0,0,0,0
114年06月,陽信商業銀行,6669,443,0,國內外小額匯兌,0,0,0,0
114年07月,一卡通票證股份有限公司,7016659,4139263,13506680,國內外小額匯兌,18596751,2237143,9246205,11483348
114年07月,上海商業儲蓄銀行,2814,2103,0,國內外小額匯兌,0,0,0,0
114年07月,中國信託商業銀行,601099,373852,0,國內外小額匯兌,10,614,29812,30427
114年07月,中華郵政公司,23323,13310,0,國內外小額匯兌,0,0,0,0
114年07月,元大商業銀行,2870,8431,0,國內外小額匯兌,0,0,234,234
114年07月,兆豐國際商業銀行,875,1342,0,國內外小額匯兌,0,0,98,98
114年07月,全支付電子支付股份有限公司,6413445,5811801,181475,國內外小額匯兌,1977221,759758,368670,1128428
114年07月,全盈支付金融科技股份有限公司,2338664,846751,43027,國內外小額匯兌,202919,98972,105559,204531
114年07月,台北富邦商業銀行,160,3276,0,國內外小額匯兌,0,0,164,164
114年07月,台新國際商業銀行,19490,56670,0,國內外小額匯兌,0,0,1579,1579
114年07月,合作金庫商業銀行,10890,25691,0,國內外小額匯兌,0,0,0,0
114年07月,國泰世華商業銀行,243,7122,0,國內外小額匯兌,0,0,7,7
114年07月,彰化商業銀行,11269,6389,0,國內外小額匯兌,0,0,553,553
114年07月,悠遊卡股份有限公司,3697822,1189215,76087,國內外小額匯兌,519828,557338,128039,685377
114年07月,愛金卡股份有限公司,1665667,810896,69819,國內外小額匯兌,154410,161089,131915,293004
114年07月,橘子支行動支付股份有限公司,579646,110865,4812,國內外小額匯兌,33369,23417,72908,96325
114年07月,歐付寶電子支付股份有限公司,1086954,58722,15122,國內外小額匯兌,6596,12656,102946,115602
114年07月,永豐商業銀行,15506,3861,0,國內外小額匯兌,0,0,109,109
114年07月,玉山商業銀行,3055984,1900035,0,國內外小額匯兌,324771,275670,212530,488200
114年07月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年07月,簡單行動支付股份有限公司,77751,26106,5625,國內外小額匯兌,411,1322,18615,19937
114年07月,臺灣中小企業銀行,3284,3053,0,國內外小額匯兌,0,0,166,166
114年07月,臺灣土地銀行,6558,3953,0,國內外小額匯兌,0,0,0,0
114年07月,臺灣新光商業銀行,277,2607,0,國內外小額匯兌,0,0,88,88
114年07月,臺灣銀行,7784,6479,0,國內外小額匯兌,0,0,0,0
114年07月,華南商業銀行,803,1933,0,國內外小額匯兌,0,0,145,145
114年07月,街口電子支付股份有限公司,6976647,5315487,4577989,國內外小額匯兌,8656711,888809,1864514,2753324
114年07月,遠東國際商業銀行,43,2529,0,國內外小額匯兌,0,0,0,0
114年07月,陽信商業銀行,6671,566,0,國內外小額匯兌,0,0,0,0
114年08月,一卡通票證股份有限公司,7048199,4071536,13384802,國內外小額匯兌,18389613,2203562,9500712,11704274
114年08月,上海商業儲蓄銀行,2827,2313,0,國內外小額匯兌,0,0,0,0
114年08月,中國信託商業銀行,626407,403712,0,國內外小額匯兌,18,626,30041,30668
114年08月,中華郵政公司,23152,13871,0,國內外小額匯兌,0,0,0,0
114年08月,元大商業銀行,2892,13919,0,國內外小額匯兌,0,0,548,548
114年08月,兆豐國際商業銀行,875,3666,0,國內外小額匯兌,0,0,295,295
114年08月,全支付電子支付股份有限公司,6604312,6745750,230083,國內外小額匯兌,2267794,799234,597695,1396929
114年08月,全盈支付金融科技股份有限公司,2357717,703458,30700,國內外小額匯兌,132106,99381,118458,217839
114年08月,台北富邦商業銀行,160,3933,0,國內外小額匯兌,0,0,298,298
114年08月,台新國際商業銀行,27344,70817,0,國內外小額匯兌,0,0,2246,2246
114年08月,合作金庫商業銀行,10960,19896,0,國內外小額匯兌,0,0,0,0
114年08月,國泰世華商業銀行,245,7594,0,國內外小額匯兌,0,0,7,7
114年08月,彰化商業銀行,11309,6865,0,國內外小額匯兌,0,0,422,422
114年08月,悠遊卡股份有限公司,3751445,969321,86874,國內外小額匯兌,557283,583636,191400,775035
114年08月,愛金卡股份有限公司,1687094,794951,76238,國內外小額匯兌,162855,162880,204106,366986
114年08月,橘子支行動支付股份有限公司,581131,58246,5518,國內外小額匯兌,18572,22959,41111,64070
114年08月,歐付寶電子支付股份有限公司,1089434,70401,15795,國內外小額匯兌,7703,12882,107270,120152
114年08月,永豐商業銀行,15796,3815,0,國內外小額匯兌,0,0,287,287
114年08月,玉山商業銀行,3102831,1838833,0,國內外小額匯兌,275805,279439,244093,523532
114年08月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年08月,簡單行動支付股份有限公司,78194,5151,5477,國內外小額匯兌,338,1328,20553,21880
114年08月,臺灣中小企業銀行,3308,3638,0,國內外小額匯兌,0,0,487,487
114年08月,臺灣土地銀行,6590,4236,0,國內外小額匯兌,0,0,0,0
114年08月,臺灣新光商業銀行,277,2378,0,國內外小額匯兌,0,0,554,554
114年08月,臺灣銀行,7834,6584,0,國內外小額匯兌,0,0,0,0
114年08月,華南商業銀行,803,2311,0,國內外小額匯兌,0,0,242,242
114年08月,街口電子支付股份有限公司,7007419,4594796,4125315,國內外小額匯兌,7804607,934811,2073834,3008646
114年08月,遠東國際商業銀行,43,1343,0,國內外小額匯兌,0,0,0,0
114年08月,陽信商業銀行,6676,291,0,國內外小額匯兌,0,0,0,0
114年09月,一卡通票證股份有限公司,7080405,3961565,13329144,國內外小額匯兌,18475309,2197046,9566619,11763666
114年09月,上海商業儲蓄銀行,2841,1319,0,國內外小額匯兌,0,0,0,0
114年09月,中國信託商業銀行,644776,379084,0,國內外小額匯兌,15,634,29836,30470
114年09月,中華郵政公司,23295,13848,0,國內外小額匯兌,0,0,0,0
114年09月,元大商業銀行,2904,8072,0,國內外小額匯兌,0,0,130,130
114年09月,兆豐國際商業銀行,876,6193,0,國內外小額匯兌,0,0,43,43
114年09月,全支付電子支付股份有限公司,6747928,6345430,277785,國內外小額匯兌,2140997,820666,399047,1219713
114年09月,全盈支付金融科技股份有限公司,2373812,712950,38021,國內外小額匯兌,140407,100063,156780,256843
114年09月,台北富邦商業銀行,156,3112,0,國內外小額匯兌,0,0,224,224
114年09月,台新國際商業銀行,40390,55246,0,國內外小額匯兌,0,0,5789,5789
114年09月,合作金庫商業銀行,11008,21305,0,國內外小額匯兌,0,0,0,0
114年09月,國泰世華商業銀行,244,6999,0,國內外小額匯兌,0,0,2,2
114年09月,彰化商業銀行,11368,8192,0,國內外小額匯兌,0,0,342,342
114年09月,悠遊卡股份有限公司,3808496,1287838,95138,國內外小額匯兌,557140,580504,224913,805416
114年09月,愛金卡股份有限公司,1722665,2003764,97326,國內外小額匯兌,388841,212413,413236,625649
114年09月,橘子支行動支付股份有限公司,582314,38870,5884,國內外小額匯兌,10965,22626,27354,49981
114年09月,歐付寶電子支付股份有限公司,1091847,85188,17241,國內外小額匯兌,7363,12804,107905,120709
114年09月,永豐商業銀行,16076,4014,0,國內外小額匯兌,0,0,221,221
114年09月,玉山商業銀行,3150801,1719577,0,國內外小額匯兌,276963,281076,241059,522135
114年09月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年09月,簡單行動支付股份有限公司,78628,7437,10376,國內外小額匯兌,326,1371,24585,25955
114年09月,臺灣中小企業銀行,3337,3628,0,國內外小額匯兌,0,0,129,129
114年09月,臺灣土地銀行,6636,4160,0,國內外小額匯兌,0,0,0,0
114年09月,臺灣新光商業銀行,277,3116,0,國內外小額匯兌,0,0,1062,1062
114年09月,臺灣銀行,7918,7885,0,國內外小額匯兌,0,0,0,0
114年09月,華南商業銀行,803,2529,0,國內外小額匯兌,0,0,189,189
114年09月,街口電子支付股份有限公司,7037204,4668203,4273874,國內外小額匯兌,7993227,980315,2090257,3070572
114年09月,遠東國際商業銀行,43,1009,0,國內外小額匯兌,0,0,0,0
114年09月,陽信商業銀行,6679,361,0,國內外小額匯兌,0,0,0,0
114年10月,一卡通票證股份有限公司,7109281,3877616,13375302,國內外小額匯兌,18168607,2184624,9385990,11570614
114年10月,上海商業儲蓄銀行,2852,1436,0,國內外小額匯兌,0,0,0,0
114年10月,中國信託商業銀行,678222,433412,0,國內外小額匯兌,195,792,46699,47492
114年10月,中華郵政公司,23405,13908,0,國內外小額匯兌,0,0,0,0
114年10月,元大商業銀行,2915,10798,0,國內外小額匯兌,0,0,200,200
114年10月,兆豐國際商業銀行,877,7670,0,國內外小額匯兌,0,0,161,161
114年10月,全支付電子支付股份有限公司,6871386,6180463,315671,國內外小額匯兌,2042174,830302,417451,1247753
114年10月,全盈支付金融科技股份有限公司,2391589,760243,47844,國內外小額匯兌,141423,101082,91782,192864
114年10月,台北富邦商業銀行,154,5378,0,國內外小額匯兌,0,0,298,298
114年10月,台新國際商業銀行,45571,78747,0,國內外小額匯兌,0,0,690,690
114年10月,合作金庫商業銀行,11068,19967,0,國內外小額匯兌,0,0,0,0
114年10月,國泰世華商業銀行,257,7197,0,國內外小額匯兌,0,0,2,2
114年10月,彰化商業銀行,11428,6866,0,國內外小額匯兌,0,0,346,346
114年10月,悠遊卡股份有限公司,3857300,1208353,79176,國內外小額匯兌,589806,610154,213672,823826
114年10月,愛金卡股份有限公司,1748289,1061848,82533,國內外小額匯兌,151453,195774,147851,343625
114年10月,橘子支行動支付股份有限公司,583275,28055,4746,國內外小額匯兌,9991,22426,24469,46895
114年10月,歐付寶電子支付股份有限公司,1093920,93374,16914,國內外小額匯兌,7034,13273,109177,122451
114年10月,永豐商業銀行,16329,4103,0,國內外小額匯兌,0,0,342,342
114年10月,玉山商業銀行,3191803,1911365,0,國內外小額匯兌,279905,284845,202111,486957
114年10月,第一商業銀行,0,0,0,國內外小額匯兌,0,0,0,0
114年10月,簡單行動支付股份有限公司,79064,5625,6951,國內外小額匯兌,273,1371,26607,27978
114年10月,臺灣中小企業銀行,3367,4133,0,國內外小額匯兌,0,0,402,402
114年10月,臺灣土地銀行,6688,5070,0,國內外小額匯兌,0,0,0,0
114年10月,臺灣新光商業銀行,277,3863,0,國內外小額匯兌,0,0,212,212
114年10月,臺灣銀行,7991,8123,0,國內外小額匯兌,0,0,0,0
114年10月,華南商業銀行,0,187,0,國內外小額匯兌,0,0,0,0
114年10月,街口電子支付股份有限公司,7069733,4990355,4400690,國內外小額匯兌,8113306,1022766,2069094,3091859
114年10月,遠東國際商業銀行,43,1338,0,國內外小額匯兌,0,0,0,0
114年10月,陽信商業銀行,6680,446,0,國內外小額匯兌,0,0,0,0
114年11月,一卡通票證股份有限公司,7133559,4094601,13316559,國內外小額匯兌,18380643,2134407,9337777,11472184
114年11月,上海商業儲蓄銀行,2869,2221,0,國內外小額匯兌,0,0,0,0
114年11月,中國信託商業銀行,711589,531157,0,國內外小額匯兌,557,1151,73480,74631
114年11月,中華郵政公司,23355,15986,0,國內外小額匯兌,0,0,0,0
114年11月,元大商業銀行,2934,10954,0,國內外小額匯兌,0,0,263,263
114年11月,兆豐國際商業銀行,877,2106,0,國內外小額匯兌,0,0,291,291
114年11月,全支付電子支付股份有限公司,6956250,5942679,378511,國內外小額匯兌,2060198,832326,495185,1327511
114年11月,全盈支付金融科技股份有限公司,2404399,719671,54309,國內外小額匯兌,122501,101935,132341,234275
114年11月,台北富邦商業銀行,152,3021,0,國內外小額匯兌,0,0,290,290
114年11月,台新國際商業銀行,50424,53280,0,國內外小額匯兌,23,0,899,899
114年11月,合作金庫商業銀行,10999,18575,0,國內外小額匯兌,0,0,0,0
114年11月,國泰世華商業銀行,279,7242,0,國內外小額匯兌,0,0,9,9
